sentiment,reviews,type_product,aspect,normalized_text,tokenized_text
5,"Sách mới tinh, còn nguyên seal. TIKI giao hàng nhanh chóng. Mình xem review ở các kênh youtube rất nhiều rồi mới quyết định mua. Dù biết tầm quan trọng của thói quen tốt nhưng vẫn chưa quyết tâm thực hành nghiêm chỉnh, điển hình là giờ bị dí deadline nhưng vẫn vô đây đánh giá nè. Hy vọng đọc sách xong sẽ khác, vì những người mình thích họ đều đọc cuốn sách này. Thu gọn",0,"[2, 3, 4]","sách mới tinh, còn nguyên seal. tiki giao hàng nhanh chóng. mình xem đánh giá ở các kênh youtube rất nhiều rồi mới quyết định mua. dù biết tầm quan trọng của thói quen tốt nhưng vẫn chưa quyết tâm thực hành nghiêm chỉnh, điển hình là giờ bị dí deadline nhưng vẫn vô đây đánh giá nè. hy vọng đọc sách xong sẽ khác, vì những người mình thích họ đều đọc cuốn sách này.","sách mới_tinh , còn nguyên seal . tiki giao hàng nhanh_chóng . mình xem đánh_giá ở các kênh youtube rất nhiều rồi mới quyết_định mua . dù biết tầm quan_trọng của thói_quen tốt nhưng vẫn chưa quyết_tâm thực_hành nghiêm_chỉnh , điển_hình là giờ bị dí deadline nhưng vẫn vô đây đánh_giá nè . hy_vọng đọc sách xong sẽ khác , vì những người mình thích họ đều đọc cuốn sách này ."
5,Sách mới nguyên seal rất ok. Shipper giao hàng nhanh và lịch sự,0,"[2, 4]",sách mới nguyên seal rất ok. người giao hàng giao hàng nhanh và lịch sự,sách mới nguyên seal rất ok . người giao hàng giao hàng nhanh và lịch_sự
5,"Sách được bọc nylon mới nguyên, Tiki rất chuẩn chỉnh. Một trong những cuốn sách rất đáng đọc để thay đổi bản thân.",0,[2],"sách được bọc nylon mới nguyên, tiki rất chuẩn chỉnh. một trong những cuốn sách rất đáng đọc để thay đổi bản thân.","sách được bọc nylon mới nguyên , tiki rất chuẩn chỉnh . một trong những cuốn sách rất đáng đọc để thay_đổi bản_thân ."
5,"1 cuốn sách khá hay về thói quen. Đã đọc và thu về kha khá kiến thức hữu ích về cách thay đổi thói quen cũ và hình thành thói quen mới thông qua 4 bước đơn giản Làm cho thói quen đó rõ ràng hấp dẫn dễ dàng thoả mãn. Ngoài ra, 1 ý tưởng khá hay từ cuốn sách đó là thay đổi thói quen nên đi từ thay đổi về căn tính bạn muốn trở thành người như thế nào , chú trọng và tập trung và hệ thống, quá trình hơn là về mục tiêu cuối cùng số cân nặng lý tưởng chẳng hạn . Thu gọn",0,[2],"1 cuốn sách khá hay về thói quen. đã đọc và thu về kha khá kiến thức hữu ích về cách thay đổi thói quen cũ và hình thành thói quen mới thông qua 4 bước đơn giản làm cho thói quen đó rõ ràng hấp dẫn dễ dàng thoả mãn. ngoài ra, 1 ý tưởng khá hay từ cuốn sách đó là thay đổi thói quen nên đi từ thay đổi về căn tính bạn muốn trở thành người như thế nào , chú trọng và tập trung và hệ thống, quá trình hơn là về mục tiêu cuối cùng số cân nặng lý tưởng chẳng hạn .","1 cuốn sách khá hay về thói_quen . đã đọc và thu về kha_khá kiến_thức hữu_ích về cách thay_đổi thói_quen cũ và hình_thành thói_quen mới thông_qua 4 bước đơn_giản làm cho thói_quen đó rõ_ràng hấp_dẫn dễ_dàng thoả_mãn . ngoài_ra , 1 ý_tưởng khá hay từ cuốn sách đó là thay_đổi thói_quen nên đi từ thay_đổi về căn tính bạn muốn trở_thành người như thế_nào , chú_trọng và tập_trung và hệ_thống , quá_trình hơn là về mục_tiêu cuối_cùng số cân nặng lý_tưởng chẳng_hạn ."
5,"Giao hàng đúng hẹn, đóng gói rất cẩn thận, sách đẹp bìa tốt. 5 sao. Thanks Tiki, shipper and nhà cung cấp.",0,"[2, 4]","giao hàng đúng hẹn, đóng gói rất cẩn thận, sách đẹp bìa tốt. 5 sao. cảm ơn tiki, người giao hàng and nhà cung cấp.","giao hàng đúng hẹn , đóng_gói rất cẩn_thận , sách đẹp bìa tốt . 5 sao . cảm_ơn tiki , người giao hàng and nhà cung_cấp ."
5,"Nội dung 5 sao nhé dễ đọc, dễ hiểu, có vd bằng chữ và hình ảnh minh hoạ. Nhưng 1 sao cho chất lượng trang giấy nhé. Mong nhà xuất bản đọc được dòng này. Ban đầu mình được giới thiệu về sách nên muốn vào nhà sách để đọc thử. Đến khi đọc được tầm 20 mình để lại sách lên giá và về, rồi lên mạng tìm nơi bán sách rẻ nhất để mua. 189k vs chất lượng trang giấy ntn thì mình không bỏ ra được. Thu gọn",0,"[2, 3]","nội dung 5 sao nhé dễ đọc, dễ hiểu, có vd bằng chữ và hình ảnh minh hoạ. nhưng 1 sao cho chất lượng trang giấy nhé. mong nhà xuất bản đọc được dòng này. ban đầu mình được giới thiệu về sách nên muốn vào nhà sách để đọc thử. đến khi đọc được tầm 20 mình để lại sách lên giá và về, rồi lên mạng tìm nơi bán sách rẻ nhất để mua. 189k với chất lượng trang giấy như thế nào thì mình không bỏ ra được.","nội_dung 5 sao nhé dễ đọc , dễ hiểu , có vd bằng chữ và hình_ảnh minh_hoạ . nhưng 1 sao cho chất_lượng trang giấy nhé . mong nhà xuất_bản đọc được dòng này . ban_đầu mình được giới_thiệu về sách nên muốn vào nhà_sách để đọc thử . đến khi đọc được tầm 20 mình để lại sách lên giá và về , rồi lên mạng tìm nơi bán sách rẻ nhất để mua . 189k với chất_lượng trang giấy như thế_nào thì mình không bỏ ra được ."
5,"Đóng gói đẹp, chắc chắn, giao siêu nhanh. Mới mua chưa đọc nên chưa bít, nghe mn bảo hay lắm",0,"[2, 4]","đóng gói đẹp, chắc chắn, giao siêu nhanh. mới mua chưa đọc nên chưa bít, nghe mọi người bảo hay lắm","đóng_gói đẹp , chắc_chắn , giao siêu nhanh . mới mua chưa đọc nên chưa bít , nghe mọi người bảo hay lắm"
5,Đơn hàng được đóng gói cẩn thận. Nội dung sách và tác giả thì khỏi phải bàn về độ nổi tiếng và hay.,0,"[2, 4]",đơn hàng được đóng gói cẩn thận. nội dung sách và tác giả thì khỏi phải bàn về độ nổi tiếng và hay.,đơn hàng được đóng_gói cẩn_thận . nội_dung sách và tác_giả thì khỏi phải bàn về độ nổi_tiếng và hay .
5,"Giao hàng nhanh, hàng rất đẹp",0,"[2, 4]","giao hàng nhanh, hàng rất đẹp","giao hàng nhanh , hàng rất đẹp"
5,"Sách đọc rất hay, logic, và đơn giản dễ hiểu phù hợp người muốn thay đổi bản thân. Bản dịch đọc khá ổn. Giao hàng tiki siêu nhanh dù mình tỉnh lẻ",0,"[2, 4]","sách đọc rất hay, logic, và đơn giản dễ hiểu phù hợp người muốn thay đổi bản thân. bản dịch đọc khá ổn. giao hàng tiki siêu nhanh dù mình tỉnh lẻ","sách đọc rất hay , logic , và đơn_giản dễ hiểu phù_hợp người muốn thay_đổi bản_thân . bản dịch đọc khá ổn . giao hàng tiki siêu nhanh dù mình tỉnh_lẻ"
5,"Cuốn này đọc rất cuốn hút, dù có vài thứ rất cơ bản nhưng cách tác giả ví dụ là dẫn dắt người đọc rất hay không gây nhàn chán. Lần nào đọc xong 1 chương cũng phấn chấn cả người",0,[2],"cuốn này đọc rất cuốn hút, dù có vài thứ rất cơ bản nhưng cách tác giả ví dụ là dẫn dắt người đọc rất hay không gây nhàn chán. lần nào đọc xong 1 chương cũng phấn chấn cả người","cuốn này đọc rất cuốn_hút , dù có vài thứ rất cơ_bản nhưng cách tác_giả ví_dụ là dẫn_dắt người đọc rất hay không gây nhàn chán . lần nào đọc xong 1 chương cũng phấn_chấn cả người"
5,nội dung sách thì mình khỏi bàn rồi nhma sau bao lần mua sách ở tiki thì đây chắc chắn p 100 đ cho tiki đã lắng nghe đóng góp mà đóng bọc sốc ntn chứ trc mình mua là sách trần bỏ hộp á,0,[2],nội dung sách thì mình khỏi bàn rồi nhma sau bao lần mua sách ở tiki thì đây chắc chắn p 100 đ cho tiki đã lắng nghe đóng góp mà đóng bọc sốc như thế nào chứ trc mình mua là sách trần bỏ hộp á,nội_dung sách thì mình khỏi bàn rồi nhma sau bao lần mua sách ở tiki thì đây chắc_chắn p 100 đ cho tiki đã lắng_nghe đóng_góp mà đóng bọc sốc như thế_nào chứ trc mình mua là sách trần bỏ hộp á
5,Một cuốn sách phải nói là thay đổi nhận thức của mình rất nhiều. Bạn sẽ biết và hiểu được nguyên nhân hình thành các thói quen và tác giả cũng chỉ ra các yếu tố để từ bỏ thói quen xấu và hình thành thói...,0,[2],một cuốn sách phải nói là thay đổi nhận thức của mình rất nhiều. bạn sẽ biết và hiểu được nguyên nhân hình thành các thói quen và tác giả cũng chỉ ra các yếu tố để từ bỏ thói quen xấu và hình thành thói...,một cuốn sách phải nói là thay_đổi nhận_thức của mình rất nhiều . bạn sẽ biết và hiểu được nguyên_nhân hình_thành các thói_quen và tác_giả cũng chỉ ra các yếu_tố để từ_bỏ thói_quen xấu và hình_thành thói ...
5,"Mỗi lần mua sách là mình sẽ qua Tiki vì ở đây vừa rẻ mà lại còn chất lượng, giao hàng nhanh nữa nên mua nhé",0,"[2, 3, 4]","mỗi lần mua sách là mình sẽ qua tiki vì ở đây vừa rẻ mà lại còn chất lượng, giao hàng nhanh nữa nên mua nhé","mỗi lần mua sách là mình sẽ qua tiki vì ở đây vừa rẻ mà_lại còn chất_lượng , giao hàng nhanh nữa nên mua nhé"
5,Giao hàng nhanh đủ đầy mình gặp vấn đề về vận chuyển nhưng giải quyết rất nhanh. Sách đẹp gói hàng cẩn thận luôn tin tưởng tiki,0,"[2, 4]",giao hàng nhanh đủ đầy mình gặp vấn đề về vận chuyển nhưng giải quyết rất nhanh. sách đẹp gói hàng cẩn thận luôn tin tưởng tiki,giao hàng nhanh đủ đầy mình gặp vấn_đề về vận_chuyển nhưng giải_quyết rất nhanh . sách đẹp gói hàng cẩn_thận luôn tin_tưởng tiki
5,"một tác phẩm đáng đọc để giúp cải thiện nhận thức về thói quen, từ đó nắm được cách hình thành thói quen và áp dụng để tạo thói quen tốt và bỏ thói quen xấu. Các bạn trẻ nên đọc quyển này càng sớm càng...",0,"[2, 3]","một tác phẩm đáng đọc để giúp cải thiện nhận thức về thói quen, từ đó nắm được cách hình thành thói quen và áp dụng để tạo thói quen tốt và bỏ thói quen xấu. các bạn trẻ nên đọc quyển này càng sớm càng...","một tác_phẩm đáng đọc để giúp cải_thiện nhận_thức về thói_quen , từ đó nắm được cách hình_thành thói_quen và áp_dụng để tạo thói_quen tốt và bỏ thói_quen xấu . các bạn trẻ nên đọc quyển này càng sớm càng ..."
5,"giao hàng nhanh, gói cẩn thận, có điều mình đặt 4 cuốn chung 1 shop, mục đích để bớt phí vận chuyển vậy mà shop tách ra 2 đơn khác nhau, kaka!",0,"[1, 3, 4]","giao hàng nhanh, gói cẩn thận, có điều mình đặt 4 cuốn chung 1 shop, mục đích để bớt phí vận chuyển vậy mà cửa hàng tách ra 2 đơn khác nhau, kaka!","giao hàng nhanh , gói cẩn_thận , có điều mình đặt 4 cuốn chung 1 shop , mục_đích để bớt phí vận_chuyển vậy mà cửa_hàng tách ra 2 đơn khác nhau , kaka !"
5,"Nhận sách đóng gói rất đẹp, tiki gửi hàng thời gian rõ ràng hơn",0,"[2, 3, 4]","nhận sách đóng gói rất đẹp, tiki gửi hàng thời gian rõ ràng hơn","nhận sách đóng_gói rất đẹp , tiki gửi hàng thời_gian rõ_ràng hơn"
5,"Giao vẫn siêu nhanh, bọc cẩn thận, sách đẹp. Không có gì để chê",0,"[2, 4]","giao vẫn siêu nhanh, bọc cẩn thận, sách đẹp. không có gì để chê","giao vẫn siêu nhanh , bọc cẩn_thận , sách đẹp . không có gì để chê"
5,Hay. Nội dung hữu ích. Tuy nhiên chương đầu rất học thuật và khó hiểu qua 1 lần đọc phù hợp với người đã từng làm hoặc đọc các bài nghiên cứu khoa học,0,[2],hay. nội dung hữu ích. tuy nhiên chương đầu rất học thuật và khó hiểu qua 1 lần đọc phù hợp với người đã từng làm hoặc đọc các bài nghiên cứu khoa học,hay . nội_dung hữu_ích . tuy_nhiên chương đầu rất học_thuật và khó hiểu qua 1 lần đọc phù_hợp với người đã từng làm hoặc đọc các bài nghiên_cứu khoa_học
5,"Mình mua 2 cuốn mà cuốn này thì mới có bọc nhưng cuốn kia thì không còn bọc nữa với bị trầy gáy một chút. Nhưng không sao vẫn hoan hỉ ạ, sách vẫn mới và OK.",0,[2],"mình mua 2 cuốn mà cuốn này thì mới có bọc nhưng cuốn kia thì không còn bọc nữa với bị trầy gáy một chút. nhưng không sao vẫn hoan hỉ ạ, sách vẫn mới và ok.","mình mua 2 cuốn mà cuốn này thì mới có bọc nhưng cuốn kia thì không còn bọc nữa với bị trầy gáy một_chút . nhưng không sao vẫn hoan_hỉ ạ , sách vẫn mới và ok ."
5,"Shop bọc kĩ lắm mọi người ạ. Tiki giao hàng nhanh, shipper cũng nhiệt tình, lần sau mình sẽ đặt thêm.",0,"[1, 2, 4]","cửa hàng bọc kĩ lắm mọi người ạ. tiki giao hàng nhanh, người giao hàng cũng nhiệt tình, lần sau mình sẽ đặt thêm.","cửa_hàng bọc kĩ lắm mọi người ạ . tiki giao hàng nhanh , người giao hàng cũng nhiệt_tình , lần sau mình sẽ đặt thêm ."
5,Cảm thấy tiki gói hàng okela hơn đó nha DDD,0,[4],cảm thấy tiki gói hàng okela hơn đó nha dd,cảm_thấy tiki gói hàng okela hơn đó nha_dd
5,"Sách tuyệt vời, cuốn sách rất dễ áp dụng vô trong cuộc sống, cảm ơn tác giả và nhà sách đã phân phối quyển sách hay như vậy đến người dùng",0,[2],"sách tuyệt vời, cuốn sách rất dễ áp dụng vô trong cuộc sống, cảm ơn tác giả và nhà sách đã phân phối quyển sách hay như vậy đến người dùng","sách tuyệt_vời , cuốn sách rất dễ áp_dụng vô trong cuộc_sống , cảm_ơn tác_giả và nhà_sách đã phân_phối quyển sách hay như_vậy đến người dùng"
5,Một cuốn sách highly recommended mọi người đọc để nhanh chóng phát triển bản thân nhé. Ở trong sách có hướng dẫn mọi người làm sao để tạo và duy trì thói quen hiệu quả. Nó không quá khó và cần nhiều nỗ lực như chúng ta nghĩ. Chaiyoooo! Thu gọn,0,[2],một cuốn sách highly recommended mọi người đọc để nhanh chóng phát triển bản thân nhé. ở trong sách có hướng dẫn mọi người làm sao để tạo và duy trì thói quen hiệu quả. nó không quá khó và cần nhiều nỗ lực như chúng ta nghĩ. chaiyoo!,một cuốn sách highly recommended mọi người đọc để nhanh_chóng phát_triển bản_thân nhé . ở trong sách có hướng_dẫn mọi người làm_sao để tạo và duy_trì thói_quen hiệu_quả . nó không quá khó và cần nhiều nỗ_lực như chúng_ta nghĩ . chaiyoo !
5,Giao hàng đúng hẹn. Sách nguyên seal. Sẽ tiếp tục ủng hộ Tiki,0,[4],giao hàng đúng hẹn. sách nguyên seal. sẽ tiếp tục ủng hộ tiki,giao hàng đúng hẹn . sách nguyên seal . sẽ tiếp_tục ủng_hộ tiki
5,Sa ch mơ i uy ti n châ t lươ ng di ch vu tô t nha!,0,[0],sa cấu hình mơ i uy ti n châ t lươ ng di cấu hình vu tô t nha!,sa cấu_hình mơ i uy ti n châ t lươ ng di_cấu_hình vu tô t nha !
5,Giao hàng hơi lâu. Đóng gói cẩn thận. Sách mình muốn mua từ lâu nay thấy sale nên mua luôn. Cuốn sách khá hay và bổ ích,0,"[2, 3, 4]",giao hàng hơi lâu. đóng gói cẩn thận. sách mình muốn mua từ lâu nay thấy sale nên mua luôn. cuốn sách khá hay và bổ ích,giao hàng hơi lâu . đóng_gói cẩn_thận . sách mình muốn mua từ lâu_nay thấy sale nên mua luôn . cuốn sách khá hay và bổ_ích
5,"Thật may mắn khi mình đọc cuốn sách này, nó giúp mình thay đổi tư duy về việc tạo lập thói quen. Các phương pháp mình đã ứng dụng vì rất đơn giản nhưng lại hiệu quả. Một cuốn sách tuyệt vời!",0,[2],"thật may mắn khi mình đọc cuốn sách này, nó giúp mình thay đổi tư duy về việc tạo lập thói quen. các phương pháp mình đã ứng dụng vì rất đơn giản nhưng lại hiệu quả. một cuốn sách tuyệt vời!","thật may_mắn khi mình đọc cuốn sách này , nó giúp mình thay_đổi tư_duy về việc tạo_lập thói_quen . các phương_pháp mình đã ứng_dụng vì rất đơn_giản nhưng lại hiệu_quả . một cuốn sách tuyệt_vời !"
5,Cuốn sách này đã thay đổi cuộc đời mịn. Giấy tốt. Tiki giao đúng hẹn.,0,"[2, 4]",cuốn sách này đã thay đổi cuộc đời mịn. giấy tốt. tiki giao đúng hẹn.,cuốn sách này đã thay_đổi cuộc_đời mịn . giấy tốt . tiki giao đúng hẹn .
5,"Giấy tốt, nhưng phần rìa cảm giác như keo không chắc chắn lắm, mực không bị lem, ship nhanh. Rất chi là oke nhen",0,"[2, 3, 4]","giấy tốt, nhưng phần rìa cảm giác như keo không chắc chắn lắm, mực không bị lem, giao hàng nhanh. rất chi là tốt nhen","giấy tốt , nhưng phần rìa cảm_giác như keo không chắc_chắn lắm , mực không bị lem , giao hàng nhanh . rất chi là tốt nhen"
5,"mình vừa nhận được sách , sách được bao bì cẩn thận không xảy ra bất kì vấn đề nào hết . Cảm ơn",0,[0],"mình vừa nhận được sách , sách được bao bì cẩn thận không xảy ra bất kì vấn đề nào hết . cảm ơn","mình vừa nhận được sách , sách được bao_bì cẩn_thận không xảy ra bất_kì vấn_đề nào hết . cảm_ơn"
5,Rất ưng ý. Sách được đóng gói cẩn thận. Sáng đến Công ty đã nhận được sách. Một ngày mới tốt đẹp,0,"[2, 4]",rất ưng ý. sách được đóng gói cẩn thận. sáng đến công ty đã nhận được sách. một ngày mới tốt đẹp,rất ưng_ý . sách được đóng_gói cẩn_thận . sáng đến công_ty đã nhận được sách . một ngày mới tốt_đẹp
5,Nội dung sách sách hay phù hợp với những ai thật sự muốn nhìn nhận lại những mong muốn của bản thân.,0,[2],nội dung sách sách hay phù hợp với những ai thật sự muốn nhìn nhận lại những mong muốn của bản thân.,nội_dung sách sách hay phù_hợp với những ai thật_sự muốn nhìn_nhận lại những mong_muốn của bản_thân .
5,"Sách được bọc nilon, nguyên seal, có cả notebook. Mình mua dựa theo review , nên chưa xem kỹ được nội dung. Sẽ viết đánh giá về nội dung sách sau",0,"[2, 3]","sách được bọc nilon, nguyên seal, có cả notebook. mình mua dựa theo đánh giá , nên chưa xem kỹ được nội dung. sẽ viết đánh giá về nội dung sách sau","sách được bọc nilon , nguyên seal , có cả notebook . mình mua dựa theo đánh_giá , nên chưa xem kỹ được nội_dung . sẽ viết đánh_giá về nội_dung sách sau"
